HCPC,ProcGRP,csc,atg,atg_priority,procgrp_intensity,hcpcs_intensity,imputed_rel_wgt,status_ind,procgrp_ver,release
"L5666","4450",SUPPLIES,SUPPLIES,9,0.099656455,120220,1.2022,A,2016,2
"L5668","4450",SUPPLIES,SUPPLIES,9,0.099656455,173430,1.7343,A,2016,2
"L5670","4450",SUPPLIES,SUPPLIES,9,0.099656455,466010,4.6601,A,2016,2
"L5671","4450",SUPPLIES,SUPPLIES,9,0.099656455,854240,8.5424,A,2016,2
"L5672","4450",SUPPLIES,SUPPLIES,9,0.099656455,512100,5.121,A,2016,2
"L5673","4450",SUPPLIES,SUPPLIES,9,0.099656455,1147600,11.476,A,2016,2
"L5674","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,,2016,2
"L5675","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,,2016,2
"L5676","4450",SUPPLIES,SUPPLIES,9,0.099656455,622330,6.2233,A,2016,2
"L5677","4450",SUPPLIES,SUPPLIES,9,0.099656455,846770,8.4677,A,2016,2
"L5678","4450",SUPPLIES,SUPPLIES,9,0.099656455,68180,0.6818,A,2016,2
"L5679","4450",SUPPLIES,SUPPLIES,9,0.099656455,956290,9.5629,A,2016,2
"L5680","4450",SUPPLIES,SUPPLIES,9,0.099656455,522730,5.2273,A,2016,2
"L5681","4450",SUPPLIES,SUPPLIES,9,0.099656455,2030310,20.3031,A,2016,2
"L5682","4450",SUPPLIES,SUPPLIES,9,0.099656455,1074030,10.7403,A,2016,2
"L5683","4450",SUPPLIES,SUPPLIES,9,0.099656455,2030310,20.3031,A,2016,2
"L5684","4450",SUPPLIES,SUPPLIES,9,0.099656455,82650,0.8265,A,2016,2
"L5685","4450",SUPPLIES,SUPPLIES,9,0.099656455,197650,1.9765,A,2016,2
"L5686","4450",SUPPLIES,SUPPLIES,9,0.099656455,87740,0.8774,A,2016,2
"L5688","4450",SUPPLIES,SUPPLIES,9,0.099656455,104910,1.0491,A,2016,2
"L5690","4450",SUPPLIES,SUPPLIES,9,0.099656455,168060,1.6806,A,2016,2
"L5692","4450",SUPPLIES,SUPPLIES,9,0.099656455,228210,2.2821,A,2016,2
"L5694","4450",SUPPLIES,SUPPLIES,9,0.099656455,311560,3.1156,A,2016,2
"L5695","4450",SUPPLIES,SUPPLIES,9,0.099656455,280080,2.8008,A,2016,2
"L5696","4450",SUPPLIES,SUPPLIES,9,0.099656455,317760,3.1776,A,2016,2
"L5697","4450",SUPPLIES,SUPPLIES,9,0.099656455,137870,1.3787,A,2016,2
"L5698","4450",SUPPLIES,SUPPLIES,9,0.099656455,179140,1.7914,A,2016,2
"L5699","4450",SUPPLIES,SUPPLIES,9,0.099656455,320220,3.2022,A,2016,2
"L5700","4450",SUPPLIES,SUPPLIES,9,0.099656455,4703160,47.0316,A,2016,2
"L5701","4450",SUPPLIES,SUPPLIES,9,0.099656455,5839370,58.3937,A,2016,2
"L5702","4450",SUPPLIES,SUPPLIES,9,0.099656455,7461480,74.6148,A,2016,2
"L5703","4450",SUPPLIES,SUPPLIES,9,0.099656455,3592550,35.9255,A,2016,2
"L5704","4450",SUPPLIES,SUPPLIES,9,0.099656455,904290,9.0429,A,2016,2
"L5705","4450",SUPPLIES,SUPPLIES,9,0.099656455,1595330,15.9533,A,2016,2
"L5706","4450",SUPPLIES,SUPPLIES,9,0.099656455,1565140,15.6514,A,2016,2
"L5707","4450",SUPPLIES,SUPPLIES,9,0.099656455,2124500,21.245,A,2016,2
"L5710","4450",SUPPLIES,SUPPLIES,9,0.099656455,617670,6.1767,A,2016,2
"L5711","4450",SUPPLIES,SUPPLIES,9,0.099656455,896760,8.9676,A,2016,2
"L5712","4450",SUPPLIES,SUPPLIES,9,0.099656455,740010,7.4001,A,2016,2
"L5714","4450",SUPPLIES,SUPPLIES,9,0.099656455,718340,7.1834,A,2016,2
"L5716","4450",SUPPLIES,SUPPLIES,9,0.099656455,1251690,12.5169,A,2016,2
"L5718","4450",SUPPLIES,SUPPLIES,9,0.099656455,1564500,15.645,A,2016,2
"L5722","4450",SUPPLIES,SUPPLIES,9,0.099656455,1550600,15.506,A,2016,2
"L5724","4450",SUPPLIES,SUPPLIES,9,0.099656455,2592260,25.9226,A,2016,2
"L5726","4450",SUPPLIES,SUPPLIES,9,0.099656455,2987520,29.8752,A,2016,2
"L5728","4450",SUPPLIES,SUPPLIES,9,0.099656455,4086530,40.8653,A,2016,2
"L5780","4450",SUPPLIES,SUPPLIES,9,0.099656455,1966260,19.6626,A,2016,2
"L5781","4450",SUPPLIES,SUPPLIES,9,0.099656455,6174240,61.7424,A,2016,2
"L5782","4450",SUPPLIES,SUPPLIES,9,0.099656455,6509040,65.0904,A,2016,2
"L5785","4450",SUPPLIES,SUPPLIES,9,0.099656455,892270,8.9227,A,2016,2
"L5790","4450",SUPPLIES,SUPPLIES,9,0.099656455,1234850,12.3485,A,2016,2
"L5795","4450",SUPPLIES,SUPPLIES,9,0.099656455,1843950,18.4395,A,2016,2
"L5810","4450",SUPPLIES,SUPPLIES,9,0.099656455,836130,8.3613,A,2016,2
"L5811","4450",SUPPLIES,SUPPLIES,9,0.099656455,1252520,12.5252,A,2016,2
"L5812","4450",SUPPLIES,SUPPLIES,9,0.099656455,970840,9.7084,A,2016,2
"L5814","4450",SUPPLIES,SUPPLIES,9,0.099656455,5730890,57.3089,A,2016,2
"L5816","4450",SUPPLIES,SUPPLIES,9,0.099656455,1460550,14.6055,A,2016,2
"L5818","4450",SUPPLIES,SUPPLIES,9,0.099656455,1649250,16.4925,A,2016,2
"L5822","4450",SUPPLIES,SUPPLIES,9,0.099656455,2924550,29.2455,A,2016,2
"L5824","4450",SUPPLIES,SUPPLIES,9,0.099656455,2633740,26.3374,A,2016,2
"L5826","4450",SUPPLIES,SUPPLIES,9,0.099656455,4849200,48.492,A,2016,2
"L5828","4450",SUPPLIES,SUPPLIES,9,0.099656455,4849810,48.4981,A,2016,2
"L5830","4450",SUPPLIES,SUPPLIES,9,0.099656455,3258820,32.5882,A,2016,2
"L5840","4450",SUPPLIES,SUPPLIES,9,0.099656455,5820940,58.2094,A,2016,2
"L5845","4450",SUPPLIES,SUPPLIES,9,0.099656455,2765820,27.6582,A,2016,2
"L5846","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,,2016,2
"L5847","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,,2016,2
"L5848","4450",SUPPLIES,SUPPLIES,9,0.099656455,1659330,16.5933,A,2016,2
"L5850","4450",SUPPLIES,SUPPLIES,9,0.099656455,219690,2.1969,A,2016,2
"L5855","4450",SUPPLIES,SUPPLIES,9,0.099656455,530380,5.3038,A,2016,2
"L5856","4450",SUPPLIES,SUPPLIES,9,0.099656455,37097210,370.9721,A,2016,2
"L5857","4450",SUPPLIES,SUPPLIES,9,0.099656455,13198080,131.9808,A,2016,2
"L5858","4450",SUPPLIES,SUPPLIES,9,0.099656455,28678950,286.7895,A,2016,2
"L5859","4450",SUPPLIES,SUPPLIES,9,0.099656455,22469900,224.699,A,2016,2
"L5910","4450",SUPPLIES,SUPPLIES,9,0.099656455,622000,6.22,A,2016,2
"L5920","4450",SUPPLIES,SUPPLIES,9,0.099656455,911230,9.1123,A,2016,2
"L5925","4450",SUPPLIES,SUPPLIES,9,0.099656455,577050,5.7705,A,2016,2
"L5930","4450",SUPPLIES,SUPPLIES,9,0.099656455,5227250,52.2725,A,2016,2
"L5940","4450",SUPPLIES,SUPPLIES,9,0.099656455,861460,8.6146,A,2016,2
"L5950","4450",SUPPLIES,SUPPLIES,9,0.099656455,1336150,13.3615,A,2016,2
"L5960","4450",SUPPLIES,SUPPLIES,9,0.099656455,1655640,16.5564,A,2016,2
"L5961","4450",SUPPLIES,SUPPLIES,9,0.099656455,7349560,73.4956,A,2016,2
"L5962","4450",SUPPLIES,SUPPLIES,9,0.099656455,1009470,10.0947,A,2016,2
"L5964","4450",SUPPLIES,SUPPLIES,9,0.099656455,1608390,16.0839,A,2016,2
"L5966","4450",SUPPLIES,SUPPLIES,9,0.099656455,2049470,20.4947,A,2016,2
"L5968","4450",SUPPLIES,SUPPLIES,9,0.099656455,5607520,56.0752,A,2016,2
"L5969","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L5970","4450",SUPPLIES,SUPPLIES,9,0.099656455,348790,3.4879,A,2016,2
"L5971","4450",SUPPLIES,SUPPLIES,9,0.099656455,348790,3.4879,A,2016,2
"L5972","4450",SUPPLIES,SUPPLIES,9,0.099656455,605260,6.0526,A,2016,2
"L5973","4450",SUPPLIES,SUPPLIES,9,0.099656455,26928540,269.2854,A,2016,2
"L5974","4450",SUPPLIES,SUPPLIES,9,0.099656455,400200,4.002,A,2016,2
"L5975","4450",SUPPLIES,SUPPLIES,9,0.099656455,715370,7.1537,A,2016,2
"L5976","4450",SUPPLIES,SUPPLIES,9,0.099656455,961780,9.6178,A,2016,2
"L5978","4450",SUPPLIES,SUPPLIES,9,0.099656455,501180,5.0118,A,2016,2
"L5979","4450",SUPPLIES,SUPPLIES,9,0.099656455,3918680,39.1868,A,2016,2
"L5980","4450",SUPPLIES,SUPPLIES,9,0.099656455,6367590,63.6759,A,2016,2
"L5981","4450",SUPPLIES,SUPPLIES,9,0.099656455,4946400,49.464,A,2016,2
"L5982","4450",SUPPLIES,SUPPLIES,9,0.099656455,992840,9.9284,A,2016,2
"L5984","4450",SUPPLIES,SUPPLIES,9,0.099656455,978360,9.7836,A,2016,2
"L5985","4450",SUPPLIES,SUPPLIES,9,0.099656455,438530,4.3853,A,2016,2
"L5986","4450",SUPPLIES,SUPPLIES,9,0.099656455,1088290,10.8829,A,2016,2
"L5987","4450",SUPPLIES,SUPPLIES,9,0.099656455,11100720,111.0072,A,2016,2
"L5988","4450",SUPPLIES,SUPPLIES,9,0.099656455,3082660,30.8266,A,2016,2
"L5989","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,,2016,2
"L5990","4450",SUPPLIES,SUPPLIES,9,0.099656455,2799510,27.9951,A,2016,2
"L5993","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L5994","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L5995","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L5999","4450",SUPPLIES,SUPPLIES,9,0.099656455,7500830,75.0083,A,2016,2
"L6000","4450",SUPPLIES,SUPPLIES,9,0.099656455,2281890,22.8189,A,2016,2
"L6010","4450",SUPPLIES,SUPPLIES,9,0.099656455,2539370,25.3937,A,2016,2
"L6020","4450",SUPPLIES,SUPPLIES,9,0.099656455,2367550,23.6755,A,2016,2
"L6025","4450",SUPPLIES,SUPPLIES,9,0.099656455,9470870,94.7087,A,2016,2
"L6026","4450",SUPPLIES,SUPPLIES,9,0.099656455,6438840,64.3884,A,2016,2
"L6050","4450",SUPPLIES,SUPPLIES,9,0.099656455,3262390,32.6239,A,2016,2
"L6055","4450",SUPPLIES,SUPPLIES,9,0.099656455,4546940,45.4694,A,2016,2
"L6100","4450",SUPPLIES,SUPPLIES,9,0.099656455,3305320,33.0532,A,2016,2
"L6110","4450",SUPPLIES,SUPPLIES,9,0.099656455,3505840,35.0584,A,2016,2
"L6120","4450",SUPPLIES,SUPPLIES,9,0.099656455,4085560,40.8556,A,2016,2
"L6130","4450",SUPPLIES,SUPPLIES,9,0.099656455,4445850,44.4585,A,2016,2
"L6200","4450",SUPPLIES,SUPPLIES,9,0.099656455,4685210,46.8521,A,2016,2
"L6205","4450",SUPPLIES,SUPPLIES,9,0.099656455,6254000,62.54,A,2016,2
"L6250","4450",SUPPLIES,SUPPLIES,9,0.099656455,4611800,46.118,A,2016,2
"L6300","4450",SUPPLIES,SUPPLIES,9,0.099656455,6398370,63.9837,A,2016,2
"L6310","4450",SUPPLIES,SUPPLIES,9,0.099656455,5211620,52.1162,A,2016,2
"L6320","4450",SUPPLIES,SUPPLIES,9,0.099656455,2934910,29.3491,A,2016,2
"L6350","4450",SUPPLIES,SUPPLIES,9,0.099656455,6726910,67.2691,A,2016,2
"L6360","4450",SUPPLIES,SUPPLIES,9,0.099656455,5470210,54.7021,A,2016,2
"L6370","4450",SUPPLIES,SUPPLIES,9,0.099656455,3488170,34.8817,A,2016,2
"L6380","4450",SUPPLIES,SUPPLIES,9,0.099656455,1975470,19.7547,A,2016,2
"L6382","4450",SUPPLIES,SUPPLIES,9,0.099656455,2542900,25.429,A,2016,2
"L6384","4450",SUPPLIES,SUPPLIES,9,0.099656455,3274410,32.7441,A,2016,2
"L6386","4450",SUPPLIES,SUPPLIES,9,0.099656455,689680,6.8968,A,2016,2
"L6388","4450",SUPPLIES,SUPPLIES,9,0.099656455,755000,7.55,A,2016,2
"L6400","4450",SUPPLIES,SUPPLIES,9,0.099656455,3985040,39.8504,A,2016,2
"L6450","4450",SUPPLIES,SUPPLIES,9,0.099656455,5294870,52.9487,A,2016,2
"L6500","4450",SUPPLIES,SUPPLIES,9,0.099656455,5299210,52.9921,A,2016,2
"L6550","4450",SUPPLIES,SUPPLIES,9,0.099656455,6548850,65.4885,A,2016,2
"L6570","4450",SUPPLIES,SUPPLIES,9,0.099656455,7516820,75.1682,A,2016,2
"L6580","4450",SUPPLIES,SUPPLIES,9,0.099656455,2684560,26.8456,A,2016,2
"L6582","4450",SUPPLIES,SUPPLIES,9,0.099656455,2363660,23.6366,A,2016,2
"L6584","4450",SUPPLIES,SUPPLIES,9,0.099656455,3515180,35.1518,A,2016,2
"L6586","4450",SUPPLIES,SUPPLIES,9,0.099656455,3234600,32.346,A,2016,2
"L6588","4450",SUPPLIES,SUPPLIES,9,0.099656455,4854240,48.5424,A,2016,2
"L6590","4450",SUPPLIES,SUPPLIES,9,0.099656455,4518310,45.1831,A,2016,2
"L6600","4450",SUPPLIES,SUPPLIES,9,0.099656455,322140,3.2214,A,2016,2
"L6605","4450",SUPPLIES,SUPPLIES,9,0.099656455,318080,3.1808,A,2016,2
"L6610","4450",SUPPLIES,SUPPLIES,9,0.099656455,285920,2.8592,A,2016,2
"L6611","4450",SUPPLIES,SUPPLIES,9,0.099656455,635330,6.3533,A,2016,2
"L6615","4450",SUPPLIES,SUPPLIES,9,0.099656455,298350,2.9835,A,2016,2
"L6616","4450",SUPPLIES,SUPPLIES,9,0.099656455,111390,1.1139,A,2016,2
"L6620","4450",SUPPLIES,SUPPLIES,9,0.099656455,520730,5.2073,A,2016,2
"L6621","4450",SUPPLIES,SUPPLIES,9,0.099656455,3529550,35.2955,A,2016,2
"L6623","4450",SUPPLIES,SUPPLIES,9,0.099656455,1101650,11.0165,A,2016,2
"L6624","4450",SUPPLIES,SUPPLIES,9,0.099656455,5811500,58.115,A,2016,2
"L6625","4450",SUPPLIES,SUPPLIES,9,0.099656455,913390,9.1339,A,2016,2
"L6628","4450",SUPPLIES,SUPPLIES,9,0.099656455,822710,8.2271,A,2016,2
"L6629","4450",SUPPLIES,SUPPLIES,9,0.099656455,251260,2.5126,A,2016,2
"L6630","4450",SUPPLIES,SUPPLIES,9,0.099656455,370140,3.7014,A,2016,2
"L6632","4450",SUPPLIES,SUPPLIES,9,0.099656455,111580,1.1158,A,2016,2
"L6635","4450",SUPPLIES,SUPPLIES,9,0.099656455,302480,3.0248,A,2016,2
"L6637","4450",SUPPLIES,SUPPLIES,9,0.099656455,630600,6.306,A,2016,2
"L6638","4450",SUPPLIES,SUPPLIES,9,0.099656455,3858900,38.589,A,2016,2
"L6639","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6640","4450",SUPPLIES,SUPPLIES,9,0.099656455,481050,4.8105,A,2016,2
"L6641","4450",SUPPLIES,SUPPLIES,9,0.099656455,275510,2.7551,A,2016,2
"L6642","4450",SUPPLIES,SUPPLIES,9,0.099656455,373450,3.7345,A,2016,2
"L6645","4450",SUPPLIES,SUPPLIES,9,0.099656455,548250,5.4825,A,2016,2
"L6646","4450",SUPPLIES,SUPPLIES,9,0.099656455,4866950,48.6695,A,2016,2
"L6647","4450",SUPPLIES,SUPPLIES,9,0.099656455,801250,8.0125,A,2016,2
"L6648","4450",SUPPLIES,SUPPLIES,9,0.099656455,5019560,50.1956,A,2016,2
"L6650","4450",SUPPLIES,SUPPLIES,9,0.099656455,581310,5.8131,A,2016,2
"L6655","4450",SUPPLIES,SUPPLIES,9,0.099656455,129010,1.2901,A,2016,2
"L6660","4450",SUPPLIES,SUPPLIES,9,0.099656455,157630,1.5763,A,2016,2
"L6665","4450",SUPPLIES,SUPPLIES,9,0.099656455,79100,0.791,A,2016,2
"L6670","4450",SUPPLIES,SUPPLIES,9,0.099656455,82370,0.8237,A,2016,2
"L6672","4450",SUPPLIES,SUPPLIES,9,0.099656455,289580,2.8958,A,2016,2
"L6675","4450",SUPPLIES,SUPPLIES,9,0.099656455,206240,2.0624,A,2016,2
"L6676","4450",SUPPLIES,SUPPLIES,9,0.099656455,208270,2.0827,A,2016,2
"L6677","4450",SUPPLIES,SUPPLIES,9,0.099656455,457770,4.5777,A,2016,2
"L6680","4450",SUPPLIES,SUPPLIES,9,0.099656455,398440,3.9844,A,2016,2
"L6682","4450",SUPPLIES,SUPPLIES,9,0.099656455,440540,4.4054,A,2016,2
"L6684","4450",SUPPLIES,SUPPLIES,9,0.099656455,598630,5.9863,A,2016,2
"L6686","4450",SUPPLIES,SUPPLIES,9,0.099656455,1013890,10.1389,A,2016,2
"L6687","4450",SUPPLIES,SUPPLIES,9,0.099656455,990620,9.9062,A,2016,2
"L6688","4450",SUPPLIES,SUPPLIES,9,0.099656455,909780,9.0978,A,2016,2
"L6689","4450",SUPPLIES,SUPPLIES,9,0.099656455,1157190,11.5719,A,2016,2
"L6690","4450",SUPPLIES,SUPPLIES,9,0.099656455,1180910,11.8091,A,2016,2
"L6691","4450",SUPPLIES,SUPPLIES,9,0.099656455,592830,5.9283,A,2016,2
"L6692","4450",SUPPLIES,SUPPLIES,9,0.099656455,960410,9.6041,A,2016,2
"L6693","4450",SUPPLIES,SUPPLIES,9,0.099656455,4380880,43.8088,A,2016,2
"L6694","4450",SUPPLIES,SUPPLIES,9,0.099656455,1147600,11.476,A,2016,2
"L6695","4450",SUPPLIES,SUPPLIES,9,0.099656455,956290,9.5629,A,2016,2
"L6696","4450",SUPPLIES,SUPPLIES,9,0.099656455,2030310,20.3031,A,2016,2
"L6697","4450",SUPPLIES,SUPPLIES,9,0.099656455,2030310,20.3031,A,2016,2
"L6698","4450",SUPPLIES,SUPPLIES,9,0.099656455,854240,8.5424,A,2016,2
"L6700","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6703","4450",SUPPLIES,SUPPLIES,9,0.099656455,558310,5.5831,A,2016,2
"L6704","4450",SUPPLIES,SUPPLIES,9,0.099656455,1005770,10.0577,A,2016,2
"L6705","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6706","4450",SUPPLIES,SUPPLIES,9,0.099656455,599240,5.9924,A,2016,2
"L6707","4450",SUPPLIES,SUPPLIES,9,0.099656455,2208690,22.0869,A,2016,2
"L6708","4450",SUPPLIES,SUPPLIES,9,0.099656455,1436540,14.3654,A,2016,2
"L6709","4450",SUPPLIES,SUPPLIES,9,0.099656455,2080680,20.8068,A,2016,2
"L6710","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6711","4450",SUPPLIES,SUPPLIES,9,0.099656455,1037450,10.3745,A,2016,2
"L6712","4450",SUPPLIES,SUPPLIES,9,0.099656455,1910170,19.1017,A,2016,2
"L6713","4450",SUPPLIES,SUPPLIES,9,0.099656455,2410800,24.108,A,2016,2
"L6714","4450",SUPPLIES,SUPPLIES,9,0.099656455,2041940,20.4194,A,2016,2
"L6715","4450",SUPPLIES,SUPPLIES,9,0.099656455,4873030,48.7303,A,2016,2
"L6720","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6721","4450",SUPPLIES,SUPPLIES,9,0.099656455,3629340,36.2934,A,2016,2
"L6722","4450",SUPPLIES,SUPPLIES,9,0.099656455,3128750,31.2875,A,2016,2
"L6725","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6730","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6735","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6740","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6745","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6750","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6755","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6765","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6770","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6775","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6780","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6790","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6795","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6800","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6805","4450",SUPPLIES,SUPPLIES,9,0.099656455,584320,5.8432,A,2016,2
"L6806","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6807","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6808","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6809","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6810","4450",SUPPLIES,SUPPLIES,9,0.099656455,320360,3.2036,A,2016,2
"L6825","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6830","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6835","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6840","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6845","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6850","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6855","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6860","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6865","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6867","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6868","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6870","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6872","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6873","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6875","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L6880","4450",SUPPLIES,SUPPLIES,9,0.099656455,36877880,368.7788,A,2016,2
"L6881","4450",SUPPLIES,SUPPLIES,9,0.099656455,6308590,63.0859,A,2016,2
"L6882","4450",SUPPLIES,SUPPLIES,9,0.099656455,4785380,47.8538,A,2016,2
"L6883","4450",SUPPLIES,SUPPLIES,9,0.099656455,2725300,27.253,A,2016,2
"L6884","4450",SUPPLIES,SUPPLIES,9,0.099656455,3834110,38.3411,A,2016,2
"L6885","4450",SUPPLIES,SUPPLIES,9,0.099656455,5470210,54.7021,A,2016,2
"L6890","4450",SUPPLIES,SUPPLIES,9,0.099656455,292110,2.9211,A,2016,2
"L6895","4450",SUPPLIES,SUPPLIES,9,0.099656455,958980,9.5898,A,2016,2
"L6900","4450",SUPPLIES,SUPPLIES,9,0.099656455,2594070,25.9407,A,2016,2
"L6905","4450",SUPPLIES,SUPPLIES,9,0.099656455,2521510,25.2151,A,2016,2
"L6910","4450",SUPPLIES,SUPPLIES,9,0.099656455,2456460,24.5646,A,2016,2
"L6915","4450",SUPPLIES,SUPPLIES,9,0.099656455,1075130,10.7513,A,2016,2
"L6920","4450",SUPPLIES,SUPPLIES,9,0.099656455,11461430,114.6143,A,2016,2
"L6925","4450",SUPPLIES,SUPPLIES,9,0.099656455,13232060,132.3206,A,2016,2
"L6930","4450",SUPPLIES,SUPPLIES,9,0.099656455,11532500,115.325,A,2016,2
"L6935","4450",SUPPLIES,SUPPLIES,9,0.099656455,13479770,134.7977,A,2016,2
"L6940","4450",SUPPLIES,SUPPLIES,9,0.099656455,15067950,150.6795,A,2016,2
"L6945","4450",SUPPLIES,SUPPLIES,9,0.099656455,17529820,175.2982,A,2016,2
"L6950","4450",SUPPLIES,SUPPLIES,9,0.099656455,17126860,171.2686,A,2016,2
"L6955","4450",SUPPLIES,SUPPLIES,9,0.099656455,20511750,205.1175,A,2016,2
"L6960","4450",SUPPLIES,SUPPLIES,9,0.099656455,20687640,206.8764,A,2016,2
"L6965","4450",SUPPLIES,SUPPLIES,9,0.099656455,24339990,243.3999,A,2016,2
"L6970","4450",SUPPLIES,SUPPLIES,9,0.099656455,25048080,250.4808,A,2016,2
"L6975","4450",SUPPLIES,SUPPLIES,9,0.099656455,27444750,274.4475,A,2016,2
"L7007","4450",SUPPLIES,SUPPLIES,9,0.099656455,5909660,59.0966,A,2016,2
"L7008","4450",SUPPLIES,SUPPLIES,9,0.099656455,9301200,93.012,A,2016,2
"L7009","4450",SUPPLIES,SUPPLIES,9,0.099656455,6029720,60.2972,A,2016,2
"L7010","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L7015","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L7020","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L7025","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L7030","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L7035","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L7040","4450",SUPPLIES,SUPPLIES,9,0.099656455,4841640,48.4164,A,2016,2
"L7045","4450",SUPPLIES,SUPPLIES,9,0.099656455,2775880,27.7588,A,2016,2
"L7170","4450",SUPPLIES,SUPPLIES,9,0.099656455,10069970,100.6997,A,2016,2
"L7180","4450",SUPPLIES,SUPPLIES,9,0.099656455,56102310,561.0231,A,2016,2
"L7181","4450",SUPPLIES,SUPPLIES,9,0.099656455,61829330,618.2933,A,2016,2
"L7185","4450",SUPPLIES,SUPPLIES,9,0.099656455,10197190,101.9719,A,2016,2
"L7186","4450",SUPPLIES,SUPPLIES,9,0.099656455,15191310,151.9131,A,2016,2
"L7190","4450",SUPPLIES,SUPPLIES,9,0.099656455,12973990,129.7399,A,2016,2
"L7191","4450",SUPPLIES,SUPPLIES,9,0.099656455,15874020,158.7402,A,2016,2
"L7259","4450",SUPPLIES,SUPPLIES,9,0.099656455,5488650,54.8865,A,2016,2
"L7260","4450",SUPPLIES,SUPPLIES,9,0.099656455,2441050,24.4105,A,2016,2
"L7261","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L7266","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L7272","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L7274","4450",SUPPLIES,SUPPLIES,9,0.099656455,0,0,A,2016,2
"L7360","4450",SUPPLIES,SUPPLIES,9,0.099656455,390520,3.9052,A,2016,2
