"ProcedureName","ProcedureGroup","atg","acg","hcpcs","cpttitle"
"Supplemental tracking codes","4445","OTHER","OTHER","G8231","Pt not doc recd tPA/not doc considered for tPA"
"Supplemental tracking codes","4445","OTHER","OTHER","G8232","Pt doc recd dysphagia scrn prior to food/fluids"
"Supplemental tracking codes","4445","OTHER","OTHER","G8234","Pt not doc to have received dysphagia screening"
"Supplemental tracking codes","4445","OTHER","OTHER","G8235","Pt not receiving/inelig to eat/drink or doc NPO"
"Supplemental tracking codes","4445","OTHER","OTHER","G8236","Clin doc pt not elig dysphagia scrn prior food"
"Supplemental tracking codes","4445","OTHER","OTHER","G8237","Pt doc recd ord rehab svc/doc considered rehab"
"Supplemental tracking codes","4445","OTHER","OTHER","G8238","Pt not doc recd ord/consideration for rehab svc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8239","Internal carotid stenosis pt below 30%"
"Supplemental tracking codes","4445","OTHER","OTHER","G8240","Int carotid sten pt & no doc dist int CAR meas"
"Supplemental tracking codes","4445","OTHER","OTHER","G8241","Clin doc pt w int carotid sten 30-99% not elig"
"Supplemental tracking codes","4445","OTHER","OTHER","G8242","Pt doc to have received CT or MRI w final report"
"Supplemental tracking codes","4445","OTHER","OTHER","G8243","Pt not doc to have recd CT/MRI & no doc in rpt"
"Supplemental tracking codes","4445","OTHER","OTHER","G8245","Clin doc presence or absence alarm symptoms"
"Supplemental tracking codes","4445","OTHER","OTHER","G8246","Pt not elig med Hx rev w assess new/change moles"
"Supplemental tracking codes","4445","OTHER","OTHER","G8247","Pt w alarm symptom doc upper endo/refer for endo"
"Supplemental tracking codes","4445","OTHER","OTHER","G8248","Pt w >=1 alarm symptom not doc up endo/referral"
"Supplemental tracking codes","4445","OTHER","OTHER","G8249","Clin doc pt not elig candidate for upper endo"
"Supplemental tracking codes","4445","OTHER","OTHER","G8250","Pt w susp Barrett's esoph in endo rpt w Bx doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8251","Pt w susp Barrett's esoph in endo rpt no Bx doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8252","Clin doc pt not elig candidate for esoph biopsy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8253","Pt doc received order for barium swallow test"
"Supplemental tracking codes","4445","OTHER","OTHER","G8254","Pt w no doc order for barium swallow test"
"Supplemental tracking codes","4445","OTHER","OTHER","G8255","Clin doc pt elig candidate for barium swallow"
"Supplemental tracking codes","4445","OTHER","OTHER","G8256","Clin doc reconcile disch meds w current med list"
"Supplemental tracking codes","4445","OTHER","OTHER","G8257","Clin not doc reconcile disch meds w cur med list"
"Supplemental tracking codes","4445","OTHER","OTHER","G8258","Pt not elig candidate for discharge meds review"
"Supplemental tracking codes","4445","OTHER","OTHER","G8259","Pt doc surrogate decision maker/adv care plan"
"Supplemental tracking codes","4445","OTHER","OTHER","G8260","Surrogate decision maker/adv care plan not doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8261","Clin doc pt not elig surrogate decision maker"
"Supplemental tracking codes","4445","OTHER","OTHER","G8262","Pt doc assess presence/absence urinary incont"
"Supplemental tracking codes","4445","OTHER","OTHER","G8263","Pt not doc assess presence/absence urin incont"
"Supplemental tracking codes","4445","OTHER","OTHER","G8264","Clin doc pt not elig assess pres/abs urin incont"
"Supplemental tracking codes","4445","OTHER","OTHER","G8265","Pt doc recd characterization of urin incont"
"Supplemental tracking codes","4445","OTHER","OTHER","G8266","Pt not doc recd char of urinary incontinence"
"Supplemental tracking codes","4445","OTHER","OTHER","G8267","Pt doc to have recd plan of care for urin incont"
"Supplemental tracking codes","4445","OTHER","OTHER","G8268","Pt not doc to have recd plan of care urin incont"
"Supplemental tracking codes","4445","OTHER","OTHER","G8269","Clin not prov care req time-dev POC urin incont"
"Supplemental tracking codes","4445","OTHER","OTHER","G8270","Pt doc to have recd screening for fall risk"
"Supplemental tracking codes","4445","OTHER","OTHER","G8271","Pt w no doc screening for fall risks"
"Supplemental tracking codes","4445","OTHER","OTHER","G8272","Clin doc pt not elig candidate fall risk scrn"
"Supplemental tracking codes","4445","OTHER","OTHER","G8273","Clin not prov care for req time scrn fall risk"
"Supplemental tracking codes","4445","OTHER","OTHER","G8274","Clin not doc presence or absence alarm symptoms"
"Supplemental tracking codes","4445","OTHER","OTHER","G8275","Pt doc med Hx incl assess of new/changing moles"
"Supplemental tracking codes","4445","OTHER","OTHER","G8276","Pt not doc recd med Hx w assess new/change moles"
"Supplemental tracking codes","4445","OTHER","OTHER","G8277","Pt inelig for med Hx rev w assess new/chg moles"
"Supplemental tracking codes","4445","OTHER","OTHER","G8278","Pt doc to have recd complete physical skin exam"
"Supplemental tracking codes","4445","OTHER","OTHER","G8279","Pt not doc to have recd complete phys skin exam"
"Supplemental tracking codes","4445","OTHER","OTHER","G8280","Pt not elig for complete phys skin exam dur year"
"Supplemental tracking codes","4445","OTHER","OTHER","G8281","Pt doc recd counseling to perform a self-exam"
"Supplemental tracking codes","4445","OTHER","OTHER","G8282","Pt not doc recd counsel to perform a self-exam"
"Supplemental tracking codes","4445","OTHER","OTHER","G8283","Pt not elig for counseling to perform self-exam"
"Supplemental tracking codes","4445","OTHER","OTHER","G8284","Pt doc recd Rx for pharmacologic Tx for osteop"
"Supplemental tracking codes","4445","OTHER","OTHER","G8285","Pt not doc received pharmacologic therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8286","Clin doc pt not elig for pharmacologic therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8287","Clin not prov care for req time-pharm Tx measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8288","Pt doc recd Ca & vit D/counsel on Ca&vit D&exerc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8289","Pt w no doc Ca & vit D use/counsel on use/exerc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8290","Clin doc pt not elig for Ca & vit D & exerc rpt"
"Supplemental tracking codes","4445","OTHER","OTHER","G8291","Clin not prov care req time-Ca, vit D & exercise"
"Supplemental tracking codes","4445","OTHER","OTHER","G8292","COPD pt w spirometry results documented"
"Supplemental tracking codes","4445","OTHER","OTHER","G8293","COPD pt w/o spirometry results documented"
"Supplemental tracking codes","4445","OTHER","OTHER","G8294","COPD pt not elig for spirometry results"
"Supplemental tracking codes","4445","OTHER","OTHER","G8295","COPD pt doc recd inhaled bronchodilator therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8296","COPD pt not doc inhal bronchodilator Tx Rx'd"
"Supplemental tracking codes","4445","OTHER","OTHER","G8297","COPD pt not elig inhaled bronchodilator therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8298","Pt doc to have recd optic nerve head evaluation"
"Supplemental tracking codes","4445","OTHER","OTHER","G8299","Pt not doc recd optic nerve head evaluation"
"Supplemental tracking codes","4445","OTHER","OTHER","G8300","Clin doc pt no elig optic nerve head eval rpt yr"
"Supplemental tracking codes","4445","OTHER","OTHER","G8301","Clin not prov care req time optic nerv head eval"
"Supplemental tracking codes","4445","OTHER","OTHER","G8302","Pt doc specific target InOc pressure range goal"
"Supplemental tracking codes","4445","OTHER","OTHER","G8303","Pt not doc to have SPEC target InOc press goal"
"Supplemental tracking codes","4445","OTHER","OTHER","G8304","Clin doc pt not elig SPEC target InOc press goal"
"Supplemental tracking codes","4445","OTHER","OTHER","G8305","Clin not prov care prim O/A glaucoma pt req time"
"Supplemental tracking codes","4445","OTHER","OTHER","G8306","Prim OAG pt w inOc press > target range recd POC"
"Supplemental tracking codes","4445","OTHER","OTHER","G8307","Prim OAG pt w InOc press =/< goal-no POC necess"
"Supplemental tracking codes","4445","OTHER","OTHER","G8308","Prim OAG pt w InOc press >target goal no doc POC"
"Supplemental tracking codes","4445","OTHER","OTHER","G8309","Pt doc Rx'd/recom antiox vitamin/mineral suppl"
"Supplemental tracking codes","4445","OTHER","OTHER","G8310","Pt not doc Rx'd/recom antiox vit/mineral suppl"
"Supplemental tracking codes","4445","OTHER","OTHER","G8311","Clin doc pt not elig antiox vit/mineral suppl"
"Supplemental tracking codes","4445","OTHER","OTHER","G8312","Clin not prov care req time for antiox suppl Rx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8313","Pt doc to have received macular exam"
"Supplemental tracking codes","4445","OTHER","OTHER","G8314","Pt not doc to have received macular exam/doc lev"
"Supplemental tracking codes","4445","OTHER","OTHER","G8315","Clin doc pt not elig for macular exam rpt year"
"Supplemental tracking codes","4445","OTHER","OTHER","G8316","Clin not prov care req time macular exam measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8317","Pt doc to have visual functional status assessed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8318","Pt doc not to have visual funct status assessed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8319","Clin doc pt not elig assess visual funct status"
"Supplemental tracking codes","4445","OTHER","OTHER","G8320","Clin not prov care req time assess vis funct"
"Supplemental tracking codes","4445","OTHER","OTHER","G8321","Pt doc pre-surg axial length/corneal pwr measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8322","Pt not doc pre-surg axial length/corn pwr meas"
"Supplemental tracking codes","4445","OTHER","OTHER","G8323","Clin doc pt not elig pre-surg axial length"
"Supplemental tracking codes","4445","OTHER","OTHER","G8324","Clin not prov care req time pre catar surg meas"
"Supplemental tracking codes","4445","OTHER","OTHER","G8325","Pt doc recd fund eval w/in 6 mos prior catar op"
"Supplemental tracking codes","4445","OTHER","OTHER","G8326","Pt not doc recd dilated fundus eval pre catar px"
"Supplemental tracking codes","4445","OTHER","OTHER","G8327","Pt not elig for pre-surg fundus evaluation"
"Supplemental tracking codes","4445","OTHER","OTHER","G8328","Clin not prov care catar pt req time-fundus eval"
"Supplemental tracking codes","4445","OTHER","OTHER","G8329","Pt doc recd dilated macular/fund exam w sev lev"
"Supplemental tracking codes","4445","OTHER","OTHER","G8330","Pt not doc recd DIL macular/fund exam w sev lev"
"Supplemental tracking codes","4445","OTHER","OTHER","G8331","Clin doc pt not elig DIL macular/fundus exam"
"Supplemental tracking codes","4445","OTHER","OTHER","G8332","Clin not prov care diab retinop pt req time-meas"
"Supplemental tracking codes","4445","OTHER","OTHER","G8333","Pt doc findings macular/fund exam com to phys"
"Supplemental tracking codes","4445","OTHER","OTHER","G8334","Findings doc macular/fundus exam not com to phys"
"Supplemental tracking codes","4445","OTHER","OTHER","G8335","Clin not prov care diab retinop pt req time-meas"
"Supplemental tracking codes","4445","OTHER","OTHER","G8336","Clin doc pt not elig findings fundus exam com Dr"
"Supplemental tracking codes","4445","OTHER","OTHER","G8337","Clin doc com to Dr that fx pt be tested osteop"
"Supplemental tracking codes","4445","OTHER","OTHER","G8338","Clin not doc com sent to Dr fx pt tested osteop"
"Supplemental tracking codes","4445","OTHER","OTHER","G8339","Pt not elig com w Dr fx pt was/should tst osteop"
"Supplemental tracking codes","4445","OTHER","OTHER","G8340","Pt doc cen DEXA perform/ord & results doc/Tx Rx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8341","Pt not doc central DEXA meas/pharm Tx-osteop"
"Supplemental tracking codes","4445","OTHER","OTHER","G8342","Clin doc pt not elig central DEXA meas/pharm Rx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8343","Clin not prov care req time cen DEXA meas/pharm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8344","Pt doc cen DEXA ord/perform & results doc/Tx Rx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8345","Pt not doc central DEXA meas/pharm Tx- follow fx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8346","Clin doc pt not elig central DEXA meas/pharm Tx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8347","Clin not prov care req time cen DEXA meas/pharm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8348","Int CAR stenosis pt in 30-99% range w measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8349","Pt inelig for doc presence/absence alarm sympt"
"Supplemental tracking codes","4445","OTHER","OTHER","G8350","Pt doc have had 12-lead ECG performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8351","Pt not doc to have had ECG"
"Supplemental tracking codes","4445","OTHER","OTHER","G8352","Clin doc pt not eligible candidate for ECG"
"Supplemental tracking codes","4445","OTHER","OTHER","G8353","Pt doc rec/taken aspirin 24hrs before ED/during"
"Supplemental tracking codes","4445","OTHER","OTHER","G8354","Pt not doc rec/taken aspirin 24hrs before/in ED"
"Supplemental tracking codes","4445","OTHER","OTHER","G8355","Clin doc that pt not eligible to receive aspirin"
"Supplemental tracking codes","4445","OTHER","OTHER","G8356","Patient doc to have had ECG performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8357","Patient not doc to have had ECG"
"Supplemental tracking codes","4445","OTHER","OTHER","G8358","Clin doc that pt was not eligible for ECG"
"Supplemental tracking codes","4445","OTHER","OTHER","G8359","Pt doc to have had vital signs recorded & rev"
"Supplemental tracking codes","4445","OTHER","OTHER","G8360","Pt not doc had vital signs recorded & reviewed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8361","Pt doc to have oxygen saturation assessed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8362","Pt not doc to have oxygen saturation assessed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8363","Clin doc that pt not eligible oxygen sat assess"
"Supplemental tracking codes","4445","OTHER","OTHER","G8364","Pt doc to have mental status assessed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8365","Pt not doc to have mental status assessed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8366","Pt doc appropriate empiric antibiotic prescribed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8367","Pt not doc approp empiric antibiotic prescribed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8368","Clin doc pt not eligible approp empiric antibio"
"Supplemental tracking codes","4445","OTHER","OTHER","G8370","Asthma pt freq symptoms/assessment tool not doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8371","Chemo doc not recd/Rx for stage III colon CA pts"
"Supplemental tracking codes","4445","OTHER","OTHER","G8372","Chemo doc recd or Rx for stage III colon CA pts"
"Supplemental tracking codes","4445","OTHER","OTHER","G8373","Chemo plan doc prior to chemo admin"
"Supplemental tracking codes","4445","OTHER","OTHER","G8374","Chemo plan not doc prior to chemo admin"
"Supplemental tracking codes","4445","OTHER","OTHER","G8375","CLL pt w no doc baseline flow cytometry done"
"Supplemental tracking codes","4445","OTHER","OTHER","G8376","Clin doc breast CA pt not eligible tamoxifen"
"Supplemental tracking codes","4445","OTHER","OTHER","G8377","Clin doc colon CA pt not eligible chemotherapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8378","Clin doc pt not eligible radiation therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8379","Doc Rtx recom w/in 12 mo 1st office visit"
"Supplemental tracking codes","4445","OTHER","OTHER","G8380","Breast CA ER+/PR+ no tamoxifen recd/Rx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8381","Breast CA ER+/PR+ pt receiving tamoxifen"
"Supplemental tracking codes","4445","OTHER","OTHER","G8382","Mult myeloma pt no doc Rx/recd IV bisphosphon"
"Supplemental tracking codes","4445","OTHER","OTHER","G8383","No doc Rtx recom w/in 12 months 1st office visit"
"Supplemental tracking codes","4445","OTHER","OTHER","G8384","Baseline cytogen tst not done-MDS/AL pts"
"Supplemental tracking codes","4445","OTHER","OTHER","G8385","Diabetic pt w no doc HbA1c level w/in 12 mo"
"Supplemental tracking codes","4445","OTHER","OTHER","G8386","Diabetic pt w no doc LDL w/in last 12 mo"
"Supplemental tracking codes","4445","OTHER","OTHER","G8387","ESRD pt w hematocrit/hemoglobin not doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8388","ESRD pt w URR or KtV not doc but eligible meas"
"Supplemental tracking codes","4445","OTHER","OTHER","G8389","MDS pt not doc iron stores prior EPO therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8390","Diabetic pt w no doc BP meas w/in 12 mo"
"Supplemental tracking codes","4445","OTHER","OTHER","G8391","Persist asth pt no doc pref long term cntrl med"
"Supplemental tracking codes","4445","OTHER","OTHER","G8395","LVEF >=40%/normal/mild depr lt vent SYS function"
"Supplemental tracking codes","4445","OTHER","OTHER","G8396","LVEF not performed or documented"
"Supplemental tracking codes","4445","OTHER","OTHER","G8397","DIL macular/fund exam perform-doc macular edema"
"Supplemental tracking codes","4445","OTHER","OTHER","G8398","Dilated macular/fundus exam not performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8399","Pt w central DXA results doc/ord/pharm therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8400","Pt w cent DXA results not doc/not ord/pharm Tx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8401","Clin doc pt not elig scrn/therapy osteop measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8402","Tobacco (smoke) use cess intervent-counseling"
"Supplemental tracking codes","4445","OTHER","OTHER","G8403","Tobacco (smoke) use cess intervent-not counseled"
"Supplemental tracking codes","4445","OTHER","OTHER","G8404","Lower extremity neuro exam performed & doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8405","Lower extremity neuro exam not performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8406","Clin doc pt not elig for LE neuro exam measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8407","ABI measured & documented"
"Supplemental tracking codes","4445","OTHER","OTHER","G8408","ABI measurement was not obtained"
"Supplemental tracking codes","4445","OTHER","OTHER","G8409","Clin doc pt not elig for ABI measurement measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8410","Footwear eval performed & documented"
"Supplemental tracking codes","4445","OTHER","OTHER","G8415","Foorwear evaluation not performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8416","Clin doc pt not elig footwear eval measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8417","BMI above norm parameter & F/U plan documented"
"Supplemental tracking codes","4445","OTHER","OTHER","G8418","BMI below norm parameter & F/U plan documented"
"Supplemental tracking codes","4445","OTHER","OTHER","G8419","BMI outside normal parameters but no F/U pln doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8420","BMI w/in normal parameters & documented"
"Supplemental tracking codes","4445","OTHER","OTHER","G8421","Bmi not documented and no reason is given"
"Supplemental tracking codes","4445","OTHER","OTHER","G8422","BMI not doc, doc pt inelig for BMI calc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8423","Doc pt was scrn & flu vacc cur or pt counseled"
"Supplemental tracking codes","4445","OTHER","OTHER","G8424","Flu vaccine status was not screened"
"Supplemental tracking codes","4445","OTHER","OTHER","G8425","Flu vacc status scrn, pt not curr & not couns"
"Supplemental tracking codes","4445","OTHER","OTHER","G8426","Doc pt not approp for scrn &/or couns flu vacc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8427","List current meds doc verified w elig prof"
"Supplemental tracking codes","4445","OTHER","OTHER","G8428","Doc cur meds w/o documented elig prof NOS"
"Supplemental tracking codes","4445","OTHER","OTHER","G8429","Incomplete/no doc current meds were assessed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8430","Elig prof doc pt inelig for medication assess"
"Supplemental tracking codes","4445","OTHER","OTHER","G8431","Clinical depression scrn doc pos & F/U plan doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8432","No doc clin depression scrn, reason not given"
"Supplemental tracking codes","4445","OTHER","OTHER","G8433","Pt not elig/not approp clin depression scrn"
"Supplemental tracking codes","4445","OTHER","OTHER","G8434","Doc cognitive impairment scrn w standard tool"
"Supplemental tracking codes","4445","OTHER","OTHER","G8435","No doc cognitive impairment scrn w standard tool"
"Supplemental tracking codes","4445","OTHER","OTHER","G8436","Pt not elig/not approp cognitive impairment scrn"
"Supplemental tracking codes","4445","OTHER","OTHER","G8437","Doc clin & pt develop plan of care w signatures"
"Supplemental tracking codes","4445","OTHER","OTHER","G8438","No doc clin & pt devel plan of care w signatures"
"Supplemental tracking codes","4445","OTHER","OTHER","G8439","Doc pt inelig co-devel plan of care w signatures"
"Supplemental tracking codes","4445","OTHER","OTHER","G8440","Doc pain assess prior initiation Tx/no pain"
"Supplemental tracking codes","4445","OTHER","OTHER","G8441","No doc pain assessment prior initiation of Tx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8442","Pt not eligible pain assessment not doc perform"
"Supplemental tracking codes","4445","OTHER","OTHER","G8443","All Rx gen using qualified e-prescribing system"
"Supplemental tracking codes","4445","OTHER","OTHER","G8445","No prescriptions generated during encounter"
"Supplemental tracking codes","4445","OTHER","OTHER","G8446","Some/all Rx handwritten or phoned in"
"Supplemental tracking codes","4445","OTHER","OTHER","G8447","Pt encounter doc using a certified EHR system"
"Supplemental tracking codes","4445","OTHER","OTHER","G8448","Pt encounter doc using a PQRI qual EHR/oth syst"
"Supplemental tracking codes","4445","OTHER","OTHER","G8449","Pt encounter not documented using an EMR"
"Supplemental tracking codes","4445","OTHER","OTHER","G8450","Beta-blocker therapy prescribed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8451","Beta-blocker Tx LVEF <40% not Rx reas doc/clin"
"Supplemental tracking codes","4445","OTHER","OTHER","G8452","Beta-blocker therapy not prescribed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8453","Tobacco use cessation intervention, counseling"
"Supplemental tracking codes","4445","OTHER","OTHER","G8454","Tobacco use cessation intervent not counseled"
"Supplemental tracking codes","4445","OTHER","OTHER","G8455","Current tobacco smoker"
"Supplemental tracking codes","4445","OTHER","OTHER","G8456","Current smokeless tobacco user"
"Supplemental tracking codes","4445","OTHER","OTHER","G8457","Current tobacco non-user"
"Supplemental tracking codes","4445","OTHER","OTHER","G8458","Clin doc pt not elig genotype test-no antivir Tx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8459","Clin doc pt receiving antiviral Tx-hepatitis C"
"Supplemental tracking codes","4445","OTHER","OTHER","G8460","Clin doc pt not elig quan RNA test wk 12-no Tx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8461","Pt receiving antiviral Tx for hepatitis C"
"Supplemental tracking codes","4445","OTHER","OTHER","G8462","Clin doc pt not elig counsel-no antivir Tx HepC"
"Supplemental tracking codes","4445","OTHER","OTHER","G8463","Pt receiving antiviral Tx for hepatitis C doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8464","Clin doc pros CA pt inelig adjuvant hormone Tx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8465","High risk of recurrence of prostate cancer"
"Supplemental tracking codes","4445","OTHER","OTHER","G8466","Clin doc pt not elig suic risk assess-MDD in rem"
"Supplemental tracking codes","4445","OTHER","OTHER","G8467","Doc new dx of intitial/recur episode of MDD"
"Supplemental tracking codes","4445","OTHER","OTHER","G8468","ACE-I/ARB Tx Rx-pt w LVEF <40%/depr lt vent SYS"
"Supplemental tracking codes","4445","OTHER","OTHER","G8469","Clin doc pt w LVEF <40% not elig ACE-I/ARB Tx"
"Supplemental tracking codes","4445","OTHER","OTHER","G8470","Pt w LVEF >=40%/norm/mild depr lt vent SYS funct"
"Supplemental tracking codes","4445","OTHER","OTHER","G8471","LVEF was not performed or documented"
"Supplemental tracking codes","4445","OTHER","OTHER","G8472","ACE-I/ARB Tx not Rx for pt w LVEF <40%"
"Supplemental tracking codes","4445","OTHER","OTHER","G8473","ACE-I or ARB therapy prescribed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8474","ACE-I/ARB Tx not Rx for reasons doc by clin"
"Supplemental tracking codes","4445","OTHER","OTHER","G8475","ACE-I/ARB Tx not prescribed, no reason given"
"Supplemental tracking codes","4445","OTHER","OTHER","G8476","Most recent BP systolic <140 & diastolic <90"
"Supplemental tracking codes","4445","OTHER","OTHER","G8477","Most recent BP systolic >=140 &/ diastolic >=90"
"Supplemental tracking codes","4445","OTHER","OTHER","G8478","BP measurement not done or doc, reason not given"
"Supplemental tracking codes","4445","OTHER","OTHER","G8479","Clin prescribed ACE-I or ARB therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8480","Clin doc pt not elig ACE-I/ARB therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8481","Clin not prescribe ACE-I/ARB therapy-no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8482","Flu immunization admin/previously received"
"Supplemental tracking codes","4445","OTHER","OTHER","G8483","Flu immunization not ordered/admin-reasons doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8484","Flu immuniz not admin, no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8485","I intend to report the DM measures group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8486","I intend to report prevent care measure group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8487","I intend to report CKD measures group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8488","Clin intends to report ESRD measure group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8489","I intend to report CAD measures group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8490","I intend to report rheumatoid arthritis measures"
"Supplemental tracking codes","4445","OTHER","OTHER","G8491","I intend to report HIV/AIDS measures group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8492","I intend to report perioperative care measures"
"Supplemental tracking codes","4445","OTHER","OTHER","G8493","I intend to report back pain measures group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8494","All qual actions appl DM meas group performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8495","All qual actions CKD measures group performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8496","All qual actions prevent care meas group perform"
"Supplemental tracking codes","4445","OTHER","OTHER","G8497","All qual actions CABG measures group performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8498","All qual actions CAD measures group performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8499","All qual actions in RA measures group performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8500","All qual actions in HIV/AIDS meas group perform"
"Supplemental tracking codes","4445","OTHER","OTHER","G8501","All qual actions in periop care meas performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8502","All qual actions in back pain meas group perform"
"Supplemental tracking codes","4445","OTHER","OTHER","G8503","Doc prophyl antibio given w/in 1 hr prior inc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8504","Doc order for prophyl antibio w/in 1 hr incision"
"Supplemental tracking codes","4445","OTHER","OTHER","G8505","Doc prophyl antibio not given w/in 1 hr incision"
"Supplemental tracking codes","4445","OTHER","OTHER","G8506","Patient receiving ACE or ARB therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8507","Prov doc pt not eligible pt verif current med"
"Supplemental tracking codes","4445","OTHER","OTHER","G8508","Pt not eligible pain assess no follow-up plan"
"Supplemental tracking codes","4445","OTHER","OTHER","G8509","POS pain assessment no doc F/U plan & no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8510","Clin depression scrn neg F/U not required"
"Supplemental tracking codes","4445","OTHER","OTHER","G8511","POS screen depression no F/U plan & no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8512","Pain severity quantified, pain present"
"Supplemental tracking codes","4445","OTHER","OTHER","G8513","ABI measured & documented"
"Supplemental tracking codes","4445","OTHER","OTHER","G8514","Clin doc pt not eligible ABI measurement measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8515","ABI measurement not obtained"
"Supplemental tracking codes","4445","OTHER","OTHER","G8516","Pt scrn future fall risk doc 2/+ falls past year"
"Supplemental tracking codes","4445","OTHER","OTHER","G8517","Pt scrn future fall risk doc no/1 fall past year"
"Supplemental tracking codes","4445","OTHER","OTHER","G8518","Clin stage recorded prior surg lung & esoph CA"
"Supplemental tracking codes","4445","OTHER","OTHER","G8519","Doc pt inelig clin stg pre lung & esoph CA surg"
"Supplemental tracking codes","4445","OTHER","OTHER","G8520","Clin stg pre lung & esoph CA surg not recorded"
